NOMREG;NOMDEP;DATEAPPELLATION;FERME;ANNREOUV;ANNEXE;nom_du_musee;ADR;CP;VILLE;SITWEB;latitude;longitude
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;;;Musée Municipal;Avenue du Golf;62520;LE TOUQUET-PARIS-PLAGE;www.letouquet.com ou http://www.letouquet-musee.com/;50.506399;1.602007
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;;NON;12/12/2012;;Louvre-Lens;"Rue Paul Bert
B.P. 11";62301;LENS;www.louvrelens.fr;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;;;Musée d'Art et d'Histoire Roger Rodière;Hôtel Saint-Walloy;62170;MONTREUIL-SUR-MER;www.2p2m.org;50.462757;1.76407
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;2004;;Musée de l'Hôtel Sandelin;14, Rue Carnot;62500;SAINT-OMER;www.musees-ville-saint-omer.com;50.749007;2.254521
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;OUI;inconnue;;Musée Henri Dupuis;9, Rue Henri Dupuis;62500;SAINT-OMER;m3.dnsalias.com/sandelin - http://www.musenor.com/Les-Musees/Saint-Omer-Musee-Henri-Dupuis;50.748349;2.251197
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;;;Musée Municipal Bruno Danvin;"Hôtel de Ville
B.P. 40109";62166;SAINT-POL-SUR-TERNOISE Cedex;Site de la ville www.ville-saintpolsurternoise.fr/;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;01/02/2003;NON;;;Musée Jean-Charles Cazin;84, Grand' Place Foch;62830;SAMER;site de la ville - www.villesamer.fr;50.63954;1.745547
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée du Débarquement;Place du 6 Juin;14117;ARROMANCHES;www.musee-arromanches.fr;49.340234;-0.622108
NORMANDIE (BASSE);CALVADOS;01/02/2003;OUI;mars-13;;Musée d'Art et d'Histoire Baron Gérard;37 rue du Bienvenu;14400;BAYEUX;www.bayeuxmuseum.com/mahb.html;49.276158;-0.703671
NORMANDIE (BASSE);CALVADOS;01/02/2003;OUI;Inconnue;;Musée Langlois;"Mairie
13, rue du Paradis";14950;BEAUMONT-EN-AUGE;;49.278234;0.110532
NORMANDIE (BASSE);CALVADOS;06/01/2002;OUI;;;Musée de la Poste et des Techniques de communication;52, Rue Saint-Pierre;14000;CAEN;www.caen.fr/museedelaposte/;49.183359;-0.363538
NORMANDIE (BASSE);CALVADOS;01/02/2003;OUI;Non prévue;;Musée de la Société des Antiquaires;;14000;CAEN;;49.185369;-0.349611
NORMANDIE (BASSE);CALVADOS;06/01/2002;NON;;;Musée de Normandie;Le Château;14000;CAEN;www.musee-de-normandie.eu;49.16202;-0.345097
NORMANDIE (BASSE);CALVADOS;06/01/2002;NON;;;Musée des Beaux-Arts;Le Château;14000;CAEN;www.mba.caen.fr;49.16202;-0.345097
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Mémorial de Caen;"Esplanade Dwight Eisenhower
B.P. 6261";14066;CAEN Cedex;www.memorial.caen.fr;;
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée d'Initiation à la Nature;Enceinte de l'Hôtel de ville;14027;CAEN Cedex;http://cpievdo.fr/cpie-presentation-environnement/musee-d-initiation-a-la-nature - site de la région;;
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée d'Ethnographie et d'Arts Populaires et Musée de la Marine;"Musée du Vieux Honfleur
B.P. 60082";14603;HONFLEUR;Site de la ville;;
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée Eugène Boudin;"Place Erik-Satie
B.P. 80049";14602;HONFLEUR cedex;www.musees-honfleur.fr - www.ville-honfleur.fr;;
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée de la Mine;Rue de la Fosse Frandemiche;14330;LE MOLAY-LITTRY;www.ville-molay-littry.fr;49.24317;-0.87738
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée de la Meunerie - Moulin de Marcy;Moulin de Marcy;14330;LE MOLAY-LITTRY;www.ville-molay-littry.fr;49.227596;-0.9048
NORMANDIE (BASSE);CALVADOS;01/02/2003;OUI;juin-13;;Musée d'Art et d'Histoire de Lisieux;38, Boulevard Pasteur;14100;LISIEUX;www.ville-lisieux.fr/23-Musee-d-Art-et-d-Histoire.html;49.144562;0.219323
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Château de Saint-Germain de Livet;"Pôle Muséal Lisieux Pays d'Auge
38, Boulevard Louis Pasteur - B.P. 26020";14106;LISIEUX Cedex;www.lintercom.fr;;
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée Municipal;107, rue Grande;14290;ORBEC;site de la mairie - http://www.mairie-orbec.fr;49.022096;0.406804
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;12-mars-11;;Musée du Château;Château de Pontécoulant;14110;PONTECOULANT;www.condeintercom.fr;48.896917;-0.588433
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée des Techniques Fromagères;Rue Saint Benoît;14170;SAINT-PIERRE-SUR-DIVES;;49.019523;-0.033256
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;Ouvert;;Musée de la Bataille de Tilly-Sur-Seulles 1944;Chapelle Notre Dame du Val;14250;TILLY-SUR-SEULLES;museetilly.free.fr ou www.tilly1944.fr;;
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée de Trouville - Villa Montebello;64, Rue du Général Leclerc;14360;TROUVILLE-SUR-MER;www.trouville.fr/pages/03maville/culture.html;49.37135;0.083538
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée et Sites archéologiques de Vieux-la-Romaine;13, Chemin Haussé;14930;VIEUX;Site du conseil général;49.105688;-0.437702
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Paléospace;"Avenue Jean Moulin
B.P. 6";14640;VILLERS-SUR-MER;www.paleospace-villers.fr;;
NORMANDIE (BASSE);CALVADOS;01/02/2003;NON;;;Musée Municipal;"2, Place Sainte-Anne
B.P. 62";14502;VIRE Cedex 02;http://www.cc-vire.fr/web/le_musee.html;48.835996;-0.888245
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée Municipal d'Avranches;Place Jean de Saint Avit;50300;AVRANCHES;;48.678874;-1.350061
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Maison de la Pomme et de la Poire;La Logeraie;50720;BARENTON;www.parc-naturel-normandie-maine.fr ou www.musees-basse-normandie.fr;48.587967;-0.806027
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée du Vieux Château;Place de la Mairie;50260;BRICQUEBEC;www.mairie-bricquebec.fr/;49.470838;-1.633678
NORMANDIE (BASSE);MANCHE;01/02/2003;OUI;?;;Musée de l'Abbaye;"Parvis de l'Abbatiale
Rue des Sangles";50680;CERISY-LA-FORET;;;
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée de la Guerre et de la Libération;"Fort du Roule
Montée des Résistants";50100;CHERBOURG-OCTEVILLE;www.ville-cherbourg.fr;49.629987;-1.61425
NORMANDIE (BASSE);MANCHE;01/02/2003;OUI;2015;;Musée Thomas Henry;4, Rue Vastel;50100;CHERBOURG-OCTEVILLE;www.ville-cherbourg.fr;49.636993;-1.622034
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Muséum Emmanuel Liais;"Parc Emmanuel Liais
19, ter rue Bonhomme";50100;CHERBOURG-OCTEVILLE;Site de la ville - www.ville-cherbourg.fr;;
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée Quesnel-Morinière;2, Rue Quesnel-Morinière;50200;COUTANCES;www.ville-coutances.fr/musee.php;49.047263;-1.446668
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée Municipal;"Hôtel de ville
Place Hippolyte Mars
B.P. 29";50120;EQUEURDREVILLLE-HAINEVILLE;www.equeurdreville.com;;
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée du Vieux Granville;2, Rue Lecarpentier;50400;GRANVILLE;www.ville-granville.fr (site de la ville);48.837248;-1.602814
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée Richard Anacréon;Place de l'Ithsme - La Haute Ville;50400;GRANVILLE;www.ville-granville.fr;48.835533;-1.584192
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée Christian Dior;"Villa les Rhumbs
Route d'Estouteville";50400;GRANVILLE;www.museechristiandior.com;48.842113;-1.592429
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;07-juil-04;;Musée du Bocage Normand, ferme du bois Jugan;"Ferme de Boisjugan
Boulevard de la Commune";50000;SAINT-LO;www.saint-lo.fr;49.104029;-1.076496
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée des Beaux-Arts;"Centre Culturel Jean Lurçat
Place du Champ de Mars";50000;SAINT-LO;;;
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée du Granit;Le Bourg;50670;SAINT-MICHEL-DE-MONTJOIE;www.sitesetmusees.cg50.fr;48.761142;-1.029377
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée Barbey d'Aurevilly;66, Rue Bottin Desylles;50390;SAINT-SAUVEUR-LE-VICOMTE;www.stlo.unicaen.fr/museebarbeydaurevilly;49.384496;-1.533002
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée Maritime de l'Ile de Tatihou;"Ile Tatihou
B.P. 3";50550;SAINT-VAAST-LA-HOUGUE;http://tatihou.manche.fr;;
NORMANDIE (BASSE);MANCHE;15/05/2014;NON;;;Ferme-Musée du Cotentin;Chemin de Beauvais;50480;SAINTE-MERE-EGLISE;;49.416129;-1.314998
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée du Château;Place Charles de Gaulle;50160;TORIGNI-SUR-VIRE;;;
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée Régional du Cidre et du Calvados;Rue du Petit Versailles;50700;VALOGNES;Site de la Mairie : www.mairie-valognes.fr;49.505988;-1.47042
NORMANDIE (BASSE);MANCHE;01/02/2003;NON;;;Musée de la Poeslerie;"Cour du Foyer
25, Rue Général Huard";50800;VILLEDIEU-LES-POELES;www.museesvilledieu.sitew.com;48.840754;-1.221648
NORMANDIE (BASSE);ORNE;01/02/2003;NON;;;Musée des Beaux-Arts et de la Dentelle;Cour Carrée de la Dentelle;61000;ALENCON;www.paysdalencontourisme.com/musee-beaux-arts-dentelle-alencon_784_fr.html;;
NORMANDIE (BASSE);ORNE;11/11/2002;OUI;;;Musée du Château de Flers;"Avenue du Château
B.P. 229";61104;FLERS cedex;www.flers-agglomeration.fr/57-le-musee-du-chateau.htm;;
NORMANDIE (BASSE);ORNE;01/02/2003;NON;2011;;Musée Municipal d'Archéologie;"Service Patrimoine
44, Place Fulbert de Beina";61300;L'AIGLE;www.ville-laigle.fr;48.764698;0.629018
NORMANDIE (BASSE);ORNE;01/02/2003;NON;;;Musée Municipal - Musée du Jouet;32, Rue de la Victoire;61600;LA FERTE-MACE;site de la ville;48.590293;-0.359226
NORMANDIE (BASSE);ORNE;01/02/2003;OUI;;;Musée du Percheron;3, Rue du Portail Saint-Denis;61400;MORTAGNE-AU-PERCHE;;48.52186;0.54697
NORMANDIE (BASSE);ORNE;01/02/2003;NON;;;Musée Départemental des Arts et Traditions Populaires du Perche;Prieuré de Sainte-Gaubruge;61130;SAINT-CYR LA ROSIERE;www.ecomuseeduperche.fr;48.324467;0.65589
NORMANDIE (BASSE);ORNE;01/02/2003;NON;;;Musée Départemental d'Art Sacré;Place du Général de Gaulle;61500;SEES;www.cg61.fr/musee-art-religieux-sees.html;48.605419;0.171871
NORMANDIE (HAUTE);EURE;01/02/2003;NON;;;Musée Municipal;"Ancien logis Abbatial
Place Guillaume de Volpiano";27300;BERNAY;Site de la ville - www.ville-bernay27.fr;;
NORMANDIE (HAUTE);EURE;01/02/2003;NON;2001;;Musée du Verre et de la Pierre;"Route de Sainte-Marguerite
B.P. 73";27190;CONCHES-EN-OUCHE;www.musees-haute-normandie.fr ou site de la ville;;
NORMANDIE (HAUTE);EURE;01/02/2003;NON;;;Musée de l'Ancien Evêché;"Direction des affaires culturelles
B.P. 186";27001;EVREUX Cedex;www.evreux.fr (site de la ville) ou www.musees-haute-normandie.fr;;
NORMANDIE (HAUTE);EURE;01/02/2003;NON;;;Musée Artisanal et Industriel d'Instruments à Vent;2, Rue d'Ivry;27750;LA COUTURE-BOUSSEY;http://www.lacoutureboussey.com/default.asp?file=pg25-1_fr;48.897628;1.407809
NORMANDIE (HAUTE);EURE;01/02/2003;NON;;;Musée Municipal Nicolas Poussin;Rue Sainte-Clotilde;27700;LES ANDELYS;www.museenicolaspoussin.fr;49.245779;1.420095
NORMANDIE (HAUTE);EURE;01/02/2003;NON;;;Musée Municipal;"19, Rue Pierre Mendes France
B.P. 621";27400;LOUVIERS Cedex;Site des musées de Haute-Normandie ou site de la ville;49.214044;1.169269
NORMANDIE (HAUTE);EURE;01/02/2003;NON;10-juil-04;;Musée Alfred Canel;84, Rue de la République;27500;PONT-AUDEMER;www.ville-pont-audemer.fr ou www.musee-haute-normandie.fr;49.357088;0.516022
NORMANDIE (HAUTE);EURE;01/02/2003;NON;1983;;Musée Alphonse-Georges Poulain;12, Rue du Pont;27200;VERNON;site de la ville www.ville-vernon27.fr/musee/;49.094855;1.484927
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;OUI;Indéterminée;;Musée Municipal;"Hôtel de Ville
Place de la Libération";76360;BARENTIN;Site de la ville : www.ville-barentin.fr;49.545721;0.952516
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Pavillon Flaubert;"18, Quai Gustave Flaubert
Dieppedalle-Croisset";76380;CANTELEU;www.litterature-lieux.com/fiche-site-80.htm - Site des musées de la région;49.435017;1.031203
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;OUI;;;Maison des Templiers;1, Rue Thomas-Bazin;76490;CAUDEBEC-EN-CAUX;site des musées de la région;49.52525;0.725969
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;OUI;;;Musée de la Marine de Seine;"Avenue Winston Churchill
B.P. 3";76490;CAUDEBEC-EN-CAUX;www.pnr-seine-normande.com ou site de la région;;
NORMANDIE (HAUTE);SEINE-MARITIME;25/05/2002;NON;;;Château-Musée de Dieppe;Rue de Chastes;76200;DIEPPE;www.mairie-dieppe.fr ou www.musees-haute-normandie.fr;49.923949;1.07162
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;15-oct-10;;Musée d'Elbeuf;"La Fabrique des Savoirs - LA CREA
7 cours Gambetta";76500;ELBEUF;www.la-crea.fr ou Site des musées de la région;49.28505;1.006272
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;1er septembre 2003;;Musée Louis-Philippe du Château d'Eu;Place d'Orléans;76260;EU;www.louis-philippe.eu - www.ville-eu.fr ou site des musées de la région;50.048831;1.418363
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;OUI;Transfert en cours;;Musée des Arts & de l'Enfance;21, Rue Alexandre Legros;76400;FECAMP;http://www.fecamp.com;49.756192;0.377521
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;OUI;2015;;Musée des Pêcheries, Cité des Terre-Neuvas;3, Quai Capitaine Jean Recher;76400;FECAMP;Sites de la ville et des musées de Haute-Normandie;;
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée du Prieuré;"Mairie d'Harfleur
50, Rue de la République 
B.P. 97";76700;HARFLEUR;site de la région;49.919318;1.075715
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Muséum d'Histoire Naturelle;Place du Vieux Marché;76600;LE HAVRE;www.museum-lehavre.fr ou site de la ville;49.487581;0.108279
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;2008;;Musée du Prieuré de Graville;1, Rue Elisée Reclus;76600;LE HAVRE;Site de la ville -  www.ville-lehavre.fr;49.502468;0.162885
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;16-sept-06;;La Maison de l'Armateur;"3, Quai de l'Ile
(Quartier Saint-François)";76600;LE HAVRE;Site de la ville - www.ville-lehavre.fr;49.486876;0.112619
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée d'Art Moderne André Malraux - MuMa;2, boulevard Clemenceau;76600;LE HAVRE;www.muma-lehavre.fr;49.484796;0.102188
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;15-mai-10;;Musée de l'Hôtel Dubocage de Bléville;1, Rue Jérôme Bellarmarto;76600;LE HAVRE;Site de la ville : www.ville-lehavre.fr;49.488697;0.114414
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée Départemental Pierre Corneille;502, Rue Pierre Corneille;76650;LE PETIT-COURONNE;www.museepierrecorneille.fr;49.389368;1.0216
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée Municipal;"Communauté de commune Caux Vallée de Seine
Allée du Catillon
B.P. 20062";76170;LILLEBONNE;site des musées de la région;;
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée des Traditions et Arts Normands;Château de Martainville;76116;MARTAINVILLE-EPREVILLE;www.chateaudemartainville.fr;49.460105;1.297348
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée des Sapeurs-Pompiers de France;Rue Baron Bigot;76710;MONTVILLE;www.musee-sapeurs-pompiers.org - www.mairie-montville.fr;49.54688;1.076136
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée Mathon-Durand;Grande rue St-Pierre;76270;NEUFCHATEL-EN-BRAY;site des musées de la région;49.733325;1.433587
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Ecomusée de la Basse-Seine;"Maison du Parc Naturel Régional des Boucles de la Seine Normande - Hameau de l'Eglise
B.P. 13";76940;NOTRE-DAME-DE-BLIQUETUIT;Site des musées de la région ou www.pnr-seine-normande.com/;;
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée Industriel de la Corderie Vallois;185, Route de Dieppe;76960;NOTRE-DAME-DE-BONDEVILLE;www.corderievallois.fr;49.494507;1.048567
NORMANDIE (HAUTE);SEINE-MARITIME;06/01/2002;NON;Fin 2001;;Musée National de l'Education;"CANOPE
6, Rue de Bihorel";76000;ROUEN;www.reseau-canope.fr/musee/;49.448524;1.102602
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée des Antiquités de la Seine-Maritime;198, Rue Beauvoisine;76000;ROUEN;www.museedesantiquites.fr;49.447268;1.098932
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée Flaubert et d'Histoire de la Médecine;"Ancien Hôtel-Dieu
51, rue de Lecat";76000;ROUEN;http://www.rouen.fr/medecine ou http://www3.chu-rouen.fr/Internet/connaitreCHU/culture/musee_flaubert;49.445232;1.081736
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée Le Secq des Tournelles;2, rue Jacques Villon;76000;ROUEN;www.rouen-musees.com;49.444259;1.094815
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;23 février 2007;;Muséum d'Histoire Naturelle;198, Rue Beauvoisine;76000;ROUEN;Site de la ville;49.447268;1.098932
NORMANDIE (HAUTE);SEINE-MARITIME;06/01/2002;NON;;;Musée de la Céramique;1, rue Faucon;76000;ROUEN;www.rouen-musees.com;49.445543;1.093846
NORMANDIE (HAUTE);SEINE-MARITIME;06/01/2002;NON;;;Musée des Beaux-Arts;1, Place restout;76000;ROUEN;www.rouen-musees.com;49.445222;1.094076
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée-Maison Natale Pierre Corneille;"Bibliothèques de Rouen
3, rue Jacques Villon";76043;ROUEN Cedex 1;Site des musées de la région ou www.rouen.fr/corneille ou www.rouen-histoire.com/Corneille/;49.445148;1.094521
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Association de l'Horlogerie Aliermontaise;"Ville de Saint-Nicolas d'Aliermont
B.P. 13";76510;SAINT-NICOLAS-D'ALIERMONT;www.musee-horlogerie-aliermont.fr;;
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;;;Musée Victor Hugo;Quai Victor Hugo;76490;VILLEQUIER;www.museevictorhugo.fr;49.510304;0.672863
NORMANDIE (HAUTE);SEINE-MARITIME;01/02/2003;NON;2001;;Musée Municipal des Ivoires;"Office de Tourisme d'Yvetot et sa Région
8, Place Maréchal Joffre";76190;YVETOT;Site de l'OT - www.tourisme-yvetot.fr;49.617332;0.754906
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;24/01/2006;OUI;5 Août 2013;;Musée des Marais Salant;29 bis, Rue Pasteur;44740;BATZ-SUR-MER;www.cap-atlantique.fr/tourisme-loisirs/Musee/;47.278542;-2.478054
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;NON;juil-06;;Musée de la Fève, Crèches et Traditions Populaires;2,  Place Jean Guihard;44130;BLAIN;www.musee-de-blain.fr/accueil2.htm;47.475727;-1.764575
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;NON;;;Musée du Pays de Retz;"6, Rue des Moines
B.P. 14";44580;BOURGNEUF-EN-RETZ;www.museepaysderetz.com;47.042318;-1.952164
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;OUI;?;;Musée Municipal;"Hôtel de ville
B.P. 189";44146;CHATEAUBRIANT;;;
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;NON;;;Musée du Pays de Guérande et de la Porte Saint Michel;"Porte Saint-Michel
CS 85139";44351;GUERANDE Cedex;site de la ville - www.ville-guerande.fr;47.327509;-2.428149
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;NON;;;Musée du Vignoble Nantais;82, Rue Pierre Abélard;44330;LE PALLET;www.musee-vignoble-nantais.eu;47.134414;-1.329883
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;06/01/2002;OUI;2016;;Musée des Beaux-Arts de Nantes;10, Rue Georges Clémenceau;44000;NANTES;www.museedesbeauxarts.nantes.fr;47.219276;-1.547096
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;06/01/2002;NON;19-mars-08;;Muséum d'Histoire Naturelle de Nantes;12, Rue Voltaire;44000;NANTES;www.museum.nantes.fr;47.212387;-1.564651
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;NON;9 février 2007;;Musée du Château des Ducs de Bretagne;4, Place Marc Elder;44000;NANTES;www.château-nantes.fr;47.216353;-1.549389
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/09/2002;OUI;2015;;Musée  Départemental Dobrée;"18, Rue Voltaire
B.P. 40 415";44004;NANTES Cedex 1;www.loire-atlantique.fr ou www.cg44.fr ou www.culture.cg44.fr;47.211788;-1.566123
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;NON;;;Musées du Parc Naturel Régional de Brière;177, Île de Fedrun;44720;SAINT-JOACHIM;www.parc-naturel-briere.fr;47.376078;-2.211119
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;NON;;Parc Naturel Régional de Brière;Musée du Chaume/Kerhinet - PNR Brière;Village de Kerhinet;44410;SAINT-LYPHARD;www.parc-naturel-briere.fr;47.363725;-2.34928
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;OUI;Pas d'infos;Parc Naturel Régional de Brière;Maison de l'Eclusier /Parc Naturel Régional de Brière;"Rozé
Place des Eclusiers";44550;SAINT-MALO DE GUERSAC;www.parc-naturel-briere.fr;47.357542;-2.184789
PAYS-DE-LA-LOIRE;LOIRE-ATLANTIQUE;01/02/2003;NON;;;Ecomusée de Saint-Nazaire;"Avenue de Saint-Hubert
B.P. 173";44613;SAINT-NAZAIRE;www.saint-nazaire-tourisme.com;;
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;01/02/2003;NON;;;Musée Jean Lurcat et de la Tapisserie Contemporaine;"Direction des musées d'Angers
14, Rue du Musée";49100;ANGERS;Site de la ville;47.469132;-0.554372
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;06/01/2002;NON;;;Galerie David d'Angers;"Direction des musées d'Angers
14, Rue du Musée";49100;ANGERS;www.angers.fr/mba;47.469132;-0.554372
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;06/01/2002;NON;juin-04;;Musée des Beaux-Arts;"Direction des musées d'Angers
14, Rue du Musée";49100;ANGERS;www.angers.fr/mba;47.469132;-0.554372
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;01/02/2003;OUI;Pas de décision ville;;Musée Pincé;32 bis rue Lenepveu;49100;ANGERS;Site de la ville;47.471767;-0.551841
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;01/02/2003;NON;;;Muséum des Sciences Naturelles;43, Rue Jules Guitton;49100;ANGERS;www.ville-angers.fr/museum;47.473475;-0.546412
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;01/02/2003;OUI;31-mars-13;;Musée d'Art et d'Histoire;"Château du Roi René d'Anjou
place de l'Europe";49150;BAUGE;www.damm49.fr;47.542018;-0.104489
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;06/10/2002;OUI;08-juil-11;;Musée Joseph Denais;5, Place Notre-Dame;49250;BEAUFORT-EN-VALLEE;www.damm49.fr;47.44022;-0.217749
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;06/04/2002;NON;;;Musée du Textile;Rue du Docteur Roux;49300;CHOLET;www.museedutextile.com ou www.ville-cholet.fr/musee-textile.php;47.069587;-0.897687
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;06/04/2002;NON;;;Musée d'Art et d'Histoire;27, Avenue de l'Abreuvoir;49300;CHOLET;Site de la ville : www.ville-cholet.fr/musee-art-histoire.php;47.058385;-0.882284
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;23/10/2002;NON;été 2001;;Musée Jules-Desbois;1, Place Jules-Desbois;49390;PARCAY-LES-PINS;www.musee-julesdesbois.fr ou www.damm49.fr;47.436645;0.159784
PAYS-DE-LA-LOIRE;MAINE-ET-LOIRE;17/06/2002;NON;;;Musée de la Vigne et du Vin d'Anjou;"Les Celliers de la Coudraye
Place des Vignerons";49750;SAINT LAMBERT-DU-LATTAY;www.mvvanjou.com;;
